family_type,go_function,family_count
Core,0033819,1
Core,0033856,1
Core,0033862,1
Core,0033863,1
Core,0033890,1
Core,0034040,1
Core,0034057,1
Core,0034228,1
Core,0034634,1
Core,0035312,1
Core,0035438,1
Core,0036374,1
Core,0036380,1
Core,0036424,1
Core,0038023,1
Core,0042132,1
Core,0042277,1
Core,0042279,1
Core,0042286,1
Core,0042301,1
Core,0042586,1
Core,0042626,1
Core,0042802,1
Core,0042803,1
Core,0042806,1
Core,0042834,1
Core,0042910,1
Core,0042931,1
Core,0043022,1
Core,0043115,1
Core,0043365,1
Core,0043531,1
Core,0043546,1
Core,0043565,1
Core,0043752,1
Core,0043755,1
Core,0043811,1
Core,0043828,1
Core,0043856,1
Core,0043867,1
Core,0045148,1
Core,0045182,1
Core,0046429,1
Core,0046872,1
Core,0046914,1
Core,0046933,1
Core,0046983,1
Core,0047111,1
Core,0047241,1
Core,0047324,1
Core,0047429,1
Core,0047465,1
Core,0047480,1
Core,0047652,1
Core,0047813,1
Core,0047834,1
Core,0047952,1
Core,0048038,1
Core,0048502,1
Core,0050131,1
Core,0050136,1
Core,0050218,1
Core,0050262,1
Core,0050380,1
Core,0050440,1
Core,0050498,1
Core,0050511,1
Core,0050515,1
Core,0050518,1
Core,0050519,1
Core,0050570,1
Core,0050580,1
Core,0050660,1
Core,0050661,1
Core,0051073,1
Core,0051075,1
Core,0051082,1
Core,0051087,1
Core,0051139,1
Core,0051213,1
Core,0051266,1
Core,0051287,1
Core,0051536,1
Core,0051537,1
Core,0051539,1
Core,0051745,1
Core,0051920,1
Core,0051989,1
Core,0052381,1
Core,0052621,1
Core,0052689,1
Core,0052693,1
Core,0052737,1
Core,0052855,1
Core,0052906,1
Core,0055056,1
Core,0061459,1
Core,0061542,1
Core,0061710,1
Core,0061799,1
Core,0061928,1
Core,0061929,1
Core,0062192,1
Core,0070006,1
Core,0070063,1
Core,0070205,1
Core,0070401,1
Core,0070402,1
Core,0070403,1
Core,0070567,1
Core,0070733,1
Core,0071111,1
Core,0071522,1
Core,0071949,1
Core,0089714,1
Core,0097163,1
Core,0097657,1
Core,0101006,1
Core,0102039,1
Core,0103117,1
Core,0120225,1
Core,0120549,1
Core,0140078,1
Core,0140110,1
Core,0140359,1
Core,0140658,1
Core,0140662,1
Core,0140741,1
Core,0141100,1
Core,1%2C4-alpha-glucan branching enzyme activity,1
Core,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,1
Core,1-deoxy-D-xylulose-5-phosphate synthase activity,1
Core,1904047,1
Core,1904680,1
Core,1990610,1
Core,1990817,1
Core,2 iron%2C 2 sulfur cluster binding,1
Core,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase activity,1
Core,2%2C5-didehydrogluconate reductase activity,1
Core,2'%2C3'-cyclic-nucleotide 3'-phosphodiesterase activity,1
Core,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase activity,1
Core,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity,1
Core,2-dehydro-3-deoxyglucarate aldolase activity,1
Core,2-dehydropantoate 2-reductase activity,1
Core,2-hydroxy-3-oxopropionate reductase activity,1
Core,2-isopropylmalate synthase activity,1
Core,2-keto-3-deoxygluconate:proton symporter activity,1
Core,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase activity,1
Core,3%2C4-dihydroxy-2-butanone-4-phosphate synthase activity,1
Core,3'%2C5'-cyclic-AMP phosphodiesterase activity,1
Core,3'-5' exonuclease activity,1
Core,3'-5'-RNA exonuclease activity,1
Core,3-dehydroquinate dehydratase activity,1
Core,3-dehydroquinate synthase activity,1
Core,3-demethylubiquinol 3-O-methyltransferase activity,1
Core,3-deoxy-8-phosphooctulonate synthase activity,1
Core,3-deoxy-manno-octulosonate cytidylyltransferase activity,1
Core,3-hydroxyacyl-CoA dehydrogenase activity,1
Core,3-isopropylmalate dehydratase activity,1
Core,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,1
Core,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,1
Core,3-oxoacyl-[acyl-carrier-protein] synthase activity,1
Core,3-phenylpropionate dioxygenase activity,1
Core,3-phosphoshikimate 1-carboxyvinyltransferase activity,1
Core,4 iron%2C 4 sulfur cluster binding,1
Core,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity,1
Core,4-alpha-glucanotransferase activity,1
Core,4-amino-4-deoxychorismate lyase activity,1
Core,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity,1
Core,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin),1
Core,4-hydroxy-tetrahydrodipicolinate reductase,1
Core,4-hydroxy-tetrahydrodipicolinate synthase activity,1
Core,4-hydroxybenzoate polyprenyltransferase activity,1
Core,4-hydroxythreonine-4-phosphate dehydrogenase activity,1
Core,4-phosphoerythronate dehydrogenase activity,1
Core,5'-3' RNA exonuclease activity,1
Core,5'-3' exonuclease activity,1
Core,5'-deoxynucleotidase activity,1
Core,5'-nucleotidase activity,1
Core,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,1
Core,5-oxoprolinase (ATP-hydrolyzing) activity,1
Core,6%2C7-dimethyl-8-ribityllumazine synthase activity,1
Core,8-amino-7-oxononanoate synthase activity,1
Core,8-oxo-7%2C8-dihydroguanosine triphosphate pyrophosphatase activity,1
Core,ABC-type amino acid transporter activity,1
Core,ABC-type nickel transporter activity,1
Core,ABC-type taurine transporter transporter activity,1
Core,ABC-type transporter activity,1
Core,ADP-dependent NAD(P)H-hydrate dehydratase activity,1
Core,ADP-glyceromanno-heptose 6-epimerase activity,1
Core,AMP nucleosidase activity,1
Core,ATP binding,1
Core,ATP hydrolysis activity,1
Core,ATP phosphoribosyltransferase activity,1
Core,ATP-dependent peptidase activity,1
Core,ATP-dependent protein folding chaperone,1
Core,ATPase-coupled transmembrane transporter activity,1
Core,CDP-diacylglycerol diphosphatase activity,1
Core,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity,1
Core,CTP synthase activity,1
Core,D-alanine-D-alanine ligase activity,1
Core,D-arabinitol 4-dehydrogenase activity,1
Core,D-lactate dehydrogenase activity,1
Core,D-ribulose-phosphate 3-epimerase activity,1
Core,D-sedoheptulose 7-phosphate isomerase activity,1
Core,D-serine ammonia-lyase activity,1
Core,D-threo-aldose 1-dehydrogenase activity,1
Core,D-xylulokinase activity,1
Core,DNA N-glycosylase activity,1
Core,DNA binding,1
Core,DNA helicase activity,1
Core,DNA ligase (NAD+) activity,1
Core,DNA strand exchange activity,1
Core,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity,1
Core,DNA-(apurinic or apyrimidinic site) endonuclease activity,1
Core,DNA-binding transcription activator activity,1
Core,DNA-binding transcription factor activity,1
Core,DNA-directed DNA polymerase activity,1
Core,DNA-directed RNA polymerase activity,1
Core,FMN adenylyltransferase activity,1
Core,FMN binding,1
Core,FMN reductase [NAD(P)H] activity,1
Core,GMP reductase activity,1
Core,GMP synthase (glutamine-hydrolyzing) activity,1
Core,GTP binding,1
Core,GTP cyclohydrolase I activity,1
Core,GTP cyclohydrolase II activity,1
Core,GTP diphosphokinase activity,1
Core,GTPase activity,1
Core,IEA,1
Core,"IEA,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity",1
Core,"IEA,1-pyrroline-5-carboxylate dehydrogenase activity",1
Core,"IEA,2 iron%2C 2 sulfur cluster binding",1
Core,"IEA,2-methylcitrate synthase activity",1
Core,"IEA,3'%2C5'-nucleotide bisphosphate phosphatase activity",1
Core,"IEA,3'(2')%2C5'-bisphosphate nucleotidase activity",1
Core,"IEA,3'-5' exonuclease activity",1
Core,"IEA,3-hydroxybutyryl-CoA epimerase activity",1
Core,"IEA,4 iron%2C 4 sulfur cluster binding",1
Core,"IEA,4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity",1
Core,"IEA,5'-3' DNA exonuclease activity",1
Core,"IEA,5'-flap endonuclease activity",1
Core,"IEA,5-amino-6-(5-phosphoribosylamino)uracil reductase activity",1
Core,"IEA,7-cyano-7-deazaguanine tRNA-ribosyltransferase activity",1
Core,"IEA,ABC-type D-methionine transporter activity",1
Core,"IEA,ABC-type sulfate transporter activity",1
Core,"IEA,ABC-type thiamine transporter activity",1
Core,"IEA,ABC-type transporter activity",1
Core,"IEA,ABC-type zinc transporter activity",1
Core,"IEA,ADP binding",1
Core,"IEA,AMPylase activity",1
Core,"IEA,ATP binding",1
Core,"IEA,ATP hydrolysis activity",1
Core,"IEA,ATP-dependent activity%2C acting on DNA",1
Core,"IEA,ATP-dependent activity%2C acting on RNA",1
Core,"IEA,ATP-dependent chromatin remodeler activity",1
Core,"IEA,ATP-dependent protein folding chaperone",1
Core,"IEA,ATPase-coupled lipid transmembrane transporter activity",1
Core,"IEA,ATPase-coupled monoatomic cation transmembrane transporter activity",1
Core,"IEA,ATPase-coupled transmembrane transporter activity",1
Core,"IEA,D-glucose binding",1
Core,"IEA,D-glucose transmembrane transporter activity",1
Core,"IEA,DNA N-glycosylase activity",1
Core,"IEA,DNA binding",1
Core,"IEA,DNA helicase activity",1
Core,"IEA,DNA ligase (NAD+) activity",1
Core,"IEA,DNA replication origin binding",1
Core,"IEA,DNA topoisomerase activity",1
Core,"IEA,DNA topoisomerase type I (single strand cut%2C ATP-independent) activity",1
Core,"IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity",1
Core,"IEA,DNA-(apurinic or apyrimidinic site) endonuclease activity",1
Core,"IEA,DNA-binding transcription factor activity",1
Core,"IEA,DNA-directed DNA polymerase activity",1
Core,"IEA,DNA-directed RNA polymerase activity",1
Core,"IEA,FAD binding",1
Core,"IEA,FMN binding",1
Core,"IEA,GTP binding",1
Core,"IEA,GTPase activity",1
Core,"IEA,L-methionine:thioredoxin-disulfide S-oxidoreductase activity",1
Core,"IEA,L-rhamnose mutarotase activity",1
Core,"IEA,L-threonylcarbamoyladenylate synthase",1
Core,"IEA,N-acetylglucosamine transmembrane transporter activity",1
Core,"IEA,N-acylmannosamine kinase activity",1
Core,"IEA,N-methyltransferase activity",1
Core,"IEA,NAD binding",1
Core,"IEA,NAD+ binding",1
Core,"IEA,NAD+ synthase activity",1
Core,"IEA,NADH:ubiquinone reductase (non-electrogenic) activity",1
Core,"IEA,NADP binding",1
Core,"IEA,NADP+ binding",1
Core,"IEA,NADPH binding",1
Core,"IEA,O-phospho-L-serine:2-oxoglutarate aminotransferase activity",1
Core,"IEA,P-type potassium transmembrane transporter activity",1
Core,"IEA,RNA 2'%2C3'-cyclic 3'-phosphodiesterase activity",1
Core,"IEA,RNA helicase activity",1
Core,"IEA,RNA methyltransferase activity",1
Core,"IEA,RNA nuclease activity",1
Core,"IEA,RNA polymerase binding",1
Core,"IEA,RNA strand annealing activity",1
Core,"IEA,RNA strand-exchange activity",1
Core,"IEA,RNA-DNA hybrid ribonuclease activity",1
Core,"IEA,S-adenosyl-L-methionine binding",1
Core,"IEA,S-adenosylmethionine-dependent methyltransferase activity",1
Core,"IEA,UDP-N-acetyl-D-mannosamine dehydrogenase activity",1
Core,"IEA,UDP-N-acetylglucosamine diphosphorylase activity",1
Core,"IEA,UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity",1
Core,"IEA,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity",1
Core,"IEA,UDP-N-acetylmuramoylalanine-D-glutamate ligase activity",1
Core,"IEA,acid-amino acid ligase activity",1
Core,"IEA,acyltransferase activity",1
Core,"IEA,adenosylcobinamide kinase activity",1
Core,"IEA,adenosylcobinamide-GDP ribazoletransferase activity",1
Core,"IEA,adenyl nucleotide binding",1
Core,"IEA,alanine-tRNA ligase activity",1
Core,"IEA,aminoacyl-tRNA ligase activity",1
Core,"IEA,carboxyl- or carbamoyltransferase activity",1
Core,"IEA,catalytic activity",1
Core,"IEA,citrate (pro-3S)-lyase activity",1
Core,"IEA,class I DNA-(apurinic or apyrimidinic site) endonuclease activity",1
Core,"IEA,cobalamin binding",1
Core,"IEA,coenzyme A diphosphatase activity",1
Core,"IEA,coproporphyrinogen dehydrogenase activity",1
Core,"IEA,cyclic-di-GMP binding",1
Core,"IEA,cyclic-guanylate-specific phosphodiesterase activity",1
Core,"IEA,cysteine desulfurase activity",1
Core,"IEA,cysteine-type peptidase activity",1
Core,"IEA,dGTPase activity",1
Core,"IEA,dUTP diphosphatase activity",1
Core,"IEA,damaged DNA binding",1
Core,"IEA,delta(3)-delta(2)-enoyl-CoA isomerase activity",1
Core,"IEA,dethiobiotin synthase activity",1
Core,"IEA,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity",1
Core,"IEA,diguanylate cyclase activity",1
Core,"IEA,dihydroneopterin triphosphate pyrophosphohydrolase activity",1
Core,"IEA,ditrans%2Cpolycis-undecaprenyl-diphosphate synthase [(2E%2C6E)-farnesyl-diphosphate specific] activity",1
Core,"IEA,double-stranded DNA 3'-5' DNA exonuclease activity",1
Core,"IEA,electron transfer activity",1
Core,"IEA,endonuclease activity",1
Core,"IEA,enoyl-CoA hydratase activity",1
Core,"IEA,enterochelin esterase activity",1
Core,"IEA,epoxyqueuosine reductase activity",1
Core,"IEA,exodeoxyribonuclease V activity",1
Core,"IEA,exoribonuclease II activity",1
Core,"IEA,ferric iron binding",1
Core,"IEA,ferrous iron transmembrane transporter activity",1
Core,"IEA,flavin adenine dinucleotide binding",1
Core,"IEA,formate dehydrogenase (cytochrome-c-553) activity",1
Core,"IEA,four-way junction helicase activity",1
Core,"IEA,fucose binding",1
Core,"IEA,glucosamine-1-phosphate N-acetyltransferase activity",1
Core,"IEA,glutamate synthase activity",1
Core,"IEA,glutamate-tRNA ligase activity",1
Core,"IEA,glutaminase activity",1
Core,"IEA,glutamine-tRNA ligase activity",1
Core,"IEA,glycine-tRNA ligase activity",1
Core,"IEA,glyoxylate reductase (NADPH) activity",1
Core,"IEA,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase activity",1
Core,"IEA,helicase activity",1
Core,"IEA,heme binding",1
Core,"IEA,holo-[acyl-carrier-protein] synthase activity",1
Core,"IEA,hydro-lyase activity",1
Core,"IEA,hydrolase activity",1
Core,"IEA,hydrolase activity%2C acting on acid anhydrides",1
Core,"IEA,hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides",1
Core,"IEA,hydrolase activity%2C hydrolyzing N-glycosyl compounds",1
Core,"IEA,imidazoleglycerol-phosphate dehydratase activity",1
Core,"IEA,intramolecular phosphotransferase activity",1
Core,"IEA,iron ion binding",1
Core,"IEA,iron-sulfur cluster binding",1
Core,"IEA,isocitrate dehydrogenase (NADP+) activity",1
Core,"IEA,isoleucine-tRNA ligase activity",1
Core,"IEA,isomerase activity",1
Core,"IEA,kinase activity",1
Core,"IEA,leucine-tRNA ligase activity",1
Core,"IEA,ligase activity",1
Core,"IEA,ligase activity%2C forming carbon-nitrogen bonds",1
Core,"IEA,long-chain fatty acid [acyl-carrier-protein] ligase activity",1
Core,"IEA,lyase activity",1
Core,"IEA,mRNA binding",1
Core,"IEA,magnesium ion transmembrane transporter activity",1
Core,"IEA,manganese ion binding",1
Core,"IEA,metal ion binding",1
Core,"IEA,metalloaminopeptidase activity",1
Core,"IEA,metalloendopeptidase activity",1
Core,"IEA,metallopeptidase activity",1
Core,"IEA,methionine synthase activity",1
Core,"IEA,methionine-tRNA ligase activity",1
Core,"IEA,methylated-DNA-[protein]-cysteine S-methyltransferase activity",1
Core,"IEA,methylthioadenosine nucleosidase activity",1
Core,"IEA,methyltransferase activity",1
Core,"IEA,mismatched DNA binding",1
Core,"IEA,molybdenum ion binding",1
Core,"IEA,molybdopterin cofactor binding",1
Core,"IEA,nickel cation binding",1
Core,"IEA,nitric oxide reductase activity",1
Core,"IEA,nitrite reductase (cytochrome%2C ammonia-forming) activity",1
Core,"IEA,nucleic acid binding",1
Core,"IEA,o-succinylbenzoate-CoA ligase activity",1
Core,"IEA,oxalyl-CoA decarboxylase activity",1
Core,"IEA,oxidized purine nucleobase lesion DNA N-glycosylase activity",1
Core,"IEA,oxidoreductase activity",1
Core,"IEA,oxidoreductase activity%2C acting on CH-OH group of donors",1
Core,"IEA,oxidoreductase activity%2C acting on peroxide as acceptor",1
Core,"IEA,oxidoreductase activity%2C acting on the CH-CH group of donors",1
Core,"IEA,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor",1
Core,"IEA,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors",1
Core,"IEA,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor",1
Core,"IEA,oxygen binding",1
Core,"IEA,pantothenate transmembrane transporter activity",1
Core,"IEA,pentosyltransferase activity",1
Core,"IEA,peptidase activity",1
Core,"IEA,peptide binding",1
Core,"IEA,peptidoglycan glycosyltransferase activity",1
Core,"IEA,peptidoglycan lytic transglycosylase activity",1
Core,"IEA,peroxidase activity",1
Core,"IEA,phenylalanine-tRNA ligase activity",1
Core,"IEA,phosphatase activity",1
Core,"IEA,phosphoglucosamine mutase activity",1
Core,"IEA,phosphomethylpyrimidine kinase activity",1
Core,"IEA,phosphopantetheine binding",1
Core,"IEA,phosphopantothenoylcysteine decarboxylase activity",1
Core,"IEA,phosphopentomutase activity",1
Core,"IEA,phosphoprotein phosphatase activity",1
Core,"IEA,phosphopyruvate hydratase activity",1
Core,"IEA,phosphoribosyl-ATP diphosphatase activity",1
Core,"IEA,phosphoribosylaminoimidazolecarboxamide formyltransferase activity",1
Core,"IEA,phosphoribosylanthranilate isomerase activity",1
Core,"IEA,phosphoribosylglycinamide formyltransferase activity",1
Core,"IEA,phosphoribulokinase activity",1
Core,"IEA,phosphotransferase activity%2C for other substituted phosphate groups",1
Core,"IEA,phosphotransferase activity%2C phosphate group as acceptor",1
Core,"IEA,poly(A) RNA polymerase activity",1
Core,"IEA,polyribonucleotide nucleotidyltransferase activity",1
Core,"IEA,precorrin-2 dehydrogenase activity",1
Core,"IEA,prephenate dehydratase activity",1
Core,"IEA,prephenate dehydrogenase (NAD+) activity",1
Core,"IEA,prephenate dehydrogenase (NADP+) activity",1
Core,"IEA,proline dehydrogenase activity",1
Core,"IEA,protein binding",1
Core,"IEA,protein dimerization activity",1
Core,"IEA,protein histidine kinase activity",1
Core,"IEA,protein homodimerization activity",1
Core,"IEA,protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity",1
Core,"IEA,pseudouridine synthase activity",1
Core,"IEA,purine-nucleoside phosphorylase activity",1
Core,"IEA,pyridoxal phosphate binding",1
Core,"IEA,pyrophosphatase activity",1
Core,"IEA,pyruvate dehydrogenase (quinone) activity",1
Core,"IEA,pyruvate%2C water dikinase activity",1
Core,"IEA,rRNA (guanine-N2-)-methyltransferase activity",1
Core,"IEA,rRNA binding",1
Core,"IEA,rRNA methyltransferase activity",1
Core,"IEA,ribonuclease D activity",1
Core,"IEA,ribonuclease E activity",1
Core,"IEA,ribonuclease III activity",1
Core,"IEA,ribonuclease P activity",1
Core,"IEA,ribosome binding",1
Core,"IEA,ribosylnicotinamide kinase activity",1
Core,"IEA,ribulokinase activity",1
Core,"IEA,sequence-specific DNA binding",1
Core,"IEA,serine-tRNA ligase activity",1
Core,"IEA,serine-type D-Ala-D-Ala carboxypeptidase activity",1
Core,"IEA,serine-type endopeptidase activity",1
Core,"IEA,serine-type peptidase activity",1
Core,"IEA,sigma factor activity",1
Core,"IEA,signal recognition particle binding",1
Core,"IEA,signal sequence binding",1
Core,"IEA,signaling receptor activity",1
Core,"IEA,single-stranded DNA 3'-5' DNA exonuclease activity",1
Core,"IEA,single-stranded DNA binding",1
Core,"IEA,sirohydrochlorin ferrochelatase activity",1
Core,"IEA,site-specific DNA-methyltransferase (adenine-specific) activity",1
Core,"IEA,sodium ion binding",1
Core,"IEA,solute:proton symporter activity",1
Core,"IEA,solute:sodium symporter activity",1
Core,"IEA,structural constituent of chromatin",1
Core,"IEA,structural constituent of ribosome",1
Core,"IEA,succinylglutamate desuccinylase activity",1
Core,"IEA,sulfurtransferase activity",1
Core,"IEA,symporter activity",1
Core,"IEA,tRNA (adenine-N6)-methyltransferase activity",1
Core,"IEA,thiamine pyrophosphate binding",1
Core,"IEA,transcription factor binding",1
Core,"IEA,transcription regulator activity",1
Core,"IEA,transferase activity",1
Core,"IEA,transferase activity%2C transferring phosphorus-containing groups",1
Core,"IEA,transferase activity%2C transferring sulphur-containing groups",1
Core,"IEA,transition metal ion binding",1
Core,"IEA,translation elongation factor activity",1
Core,"IEA,transmembrane transporter activity",1
Core,"IEA,trehalose transmembrane transporter activity",1
Core,"IEA,tripeptide aminopeptidase activity",1
Core,"IEA,tryptophan-tRNA ligase activity",1
Core,"IEA,tyrosine-tRNA ligase activity",1
Core,"IEA,unfolded protein binding",1
Core,"IEA,valine-tRNA ligase activity",1
Core,"IEA,xenobiotic transmembrane transporter activity",1
Core,"IEA,zinc ion binding",1
Core,IMP cyclohydrolase activity,1
Core,IMP dehydrogenase activity,1
Core,L(+)-tartrate dehydratase activity,1
Core,L-arabinose isomerase activity,1
Core,L-arginine transmembrane transporter activity,1
Core,L-aspartate oxidase activity,1
Core,L-fucose isomerase activity,1
Core,L-fuculokinase activity,1
Core,L-glutamate N-acetyltransferase activity,1
Core,L-malate dehydrogenase (NAD+) activity,1
Core,L-malate dehydrogenase (quinone) activity,1
Core,L-phosphoserine phosphatase activity,1
Core,L-rhamnose isomerase activity,1
Core,L-seryl-tRNA(Sec) selenium transferase activity,1
Core,L-threonine 3-dehydrogenase activity,1
Core,N-acetyl-gamma-glutamyl-phosphate reductase activity,1
Core,N-acetylglucosamine-6-phosphate deacetylase activity,1
Core,N-acetylmuramoyl-L-alanine amidase activity,1
Core,N-acetylneuraminate lyase activity,1
Core,N-acetyltransferase activity,1
Core,N-acylglucosamine-6-phosphate 2-epimerase activity,1
Core,N-acyltransferase activity,1
Core,N-methyl-L-amino-acid oxidase activity,1
Core,N-succinylarginine dihydrolase activity,1
Core,N6-(1%2C2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity,1
Core,NAD binding,1
Core,NAD(P)+ transhydrogenase (Si-specific) activity,1
Core,NAD(P)H dehydrogenase (quinone) activity,1
Core,NAD+ binding,1
Core,NAD+ diphosphatase activity,1
Core,NAD+ kinase activity,1
Core,NAD+ synthase (glutamine-hydrolyzing) activity,1
Core,NADH dehydrogenase (ubiquinone) activity,1
Core,NADH-dependent peroxiredoxin activity,1
Core,NADH:ubiquinone reductase (non-electrogenic) activity,1
Core,O-acyltransferase activity,1
Core,P-type magnesium transporter activity,1
Core,P-type potassium transmembrane transporter activity,1
Core,RNA binding,1
Core,RNA endonuclease activity,1
Core,RNA endonuclease activity%2C producing 5'-phosphomonoesters,1
Core,RNA exonuclease activity%2C producing 5'-phosphomonoesters,1
Core,RNA helicase activity,1
Core,RNA methyltransferase activity,1
Core,RNA nuclease activity,1
Core,S-adenosyl-L-methionine binding,1
Core,S-adenosylmethionine-dependent methyltransferase activity,1
Core,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity,1
Core,S-formylglutathione hydrolase activity,1
Core,S-methyltransferase activity,1
Core,UDP-2%2C3-diacylglucosamine hydrolase activity,1
Core,UDP-3-O-acyl-N-acetylglucosamine deacetylase activity,1
Core,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity,1
Core,UDP-N-acetylglucosamine 2-epimerase activity,1
Core,UDP-N-acetylmuramate dehydrogenase activity,1
Core,UDP-N-acetylmuramate-L-alanine ligase activity,1
Core,UMP kinase activity,1
Core,[acyl-carrier-protein] S-malonyltransferase activity,1
Core,[acyl-carrier-protein] phosphodiesterase activity,1
Core,[citrate (pro-3S)-lyase] ligase activity,1
Core,[formate-C-acetyltransferase]-activating enzyme activity,1
Core,[glutamate-ammonia-ligase] adenylyltransferase activity,1
Core,[isocitrate dehydrogenase (NADP+)] kinase activity,1
Core,acetate transmembrane transporter activity,1
Core,acetolactate synthase regulator activity,1
Core,acetyl-CoA C-acyltransferase activity,1
Core,acetyl-CoA carboxylase activity,1
Core,acetylglutamate kinase activity,1
Core,acetyltransferase activity,1
Core,acid phosphatase activity,1
Core,acid-amino acid ligase activity,1
Core,aconitate hydratase activity,1
Core,acyl-CoA dehydrogenase activity,1
Core,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity,1
Core,acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase activity,1
Core,acylphosphatase activity,1
Core,acyltransferase activity,1
Core,acyltransferase activity%2C transferring groups other than amino-acyl groups,1
Core,adenine phosphoribosyltransferase activity,1
Core,adenosine deaminase activity,1
Core,adenosylhomocysteine nucleosidase activity,1
Core,adenosylmethionine decarboxylase activity,1
Core,adenosylmethionine-8-amino-7-oxononanoate transaminase activity,1
Core,adenylate kinase activity,1
Core,adenylosuccinate synthase activity,1
Core,adenylylsulfate kinase activity,1
Core,agmatinase activity,1
Core,alanine racemase activity,1
Core,alcohol dehydrogenase (NAD+) activity,1
Core,alcohol dehydrogenase (NADP+) activity,1
Core,aldehyde-lyase activity,1
Core,alkanesulfonate monooxygenase activity,1
Core,alkyl hydroperoxide reductase activity,1
Core,allantoate deiminase activity,1
Core,allantoinase activity,1
Core,alpha%2Calpha-phosphotrehalase activity,1
Core,alpha%2Calpha-trehalase activity,1
Core,alpha%2Calpha-trehalose-phosphate synthase (UDP-forming) activity,1
Core,alpha-1%2C4-glucan glucosyltransferase (UDP-glucose donor) activity,1
Core,alpha-1%2C4-glucosidase activity,1
Core,alpha-amylase activity,1
Core,alpha-ribazole phosphatase activity,1
Core,amidophosphoribosyltransferase activity,1
Core,amino acid transmembrane transporter activity,1
Core,amino acid:sodium symporter activity,1
Core,aminoacyl-tRNA deacylase activity,1
Core,aminoacyl-tRNA ligase activity,1
Core,aminomethyltransferase activity,1
Core,aminopeptidase activity,1
Core,ammonium channel activity,1
Core,anthranilate phosphoribosyltransferase activity,1
Core,anthranilate synthase activity,1
Core,anti-sigma factor antagonist activity,1
Core,antioxidant activity,1
Core,antiporter activity,1
Core,arginine N-succinyltransferase activity,1
Core,arginine decarboxylase activity,1
Core,arginine-tRNA ligase activity,1
Core,argininosuccinate lyase activity,1
Core,argininosuccinate synthase activity,1
Core,arsenate reductase (glutaredoxin) activity,1
Core,asparaginase activity,1
Core,asparagine synthase (glutamine-hydrolyzing) activity,1
Core,asparagine-tRNA ligase activity,1
Core,aspartate 1-decarboxylase activity,1
Core,aspartate carbamoyltransferase activity,1
Core,aspartate kinase activity,1
Core,aspartate-semialdehyde dehydrogenase activity,1
Core,aspartate-tRNA ligase activity,1
Core,aspartic-type endopeptidase activity,1
Core,beta-aspartyl-peptidase activity,1
Core,beta-lactamase activity,1
Core,biotin carboxylase activity,1
Core,biotin synthase activity,1
Core,biotin--[biotin carboxyl-carrier protein] ligase activity,1
Core,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity,1
Core,branched-chain-amino-acid transaminase activity,1
Core,calcium ion binding,1
Core,carbamate kinase activity,1
Core,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,1
Core,carbohydrate transmembrane transporter activity,1
Core,carbon-oxygen lyase activity,1
Core,carbonate dehydratase activity,1
Core,carboxy-lyase activity,1
Core,carboxyl-O-methyltransferase activity,1
Core,carboxylic ester hydrolase activity,1
Core,cardiolipin synthase activity,1
Core,catalase activity,1
Core,catalytic activity,1
Core,cellulose synthase (UDP-forming) activity,1
Core,channel activity,1
Core,chloride channel activity,1
Core,chorismate lyase activity,1
