family_type,go_function,family_count
Core,chorismate mutase activity,1
Core,chorismate synthase activity,1
Core,citrate (Si)-synthase activity,1
Core,citrate (pro-3S)-lyase activity,1
Core,citrate CoA-transferase activity,1
Core,cobalamin 5'-phosphate synthase activity,1
Core,cobalt ion transmembrane transporter activity,1
Core,coenzyme A binding,1
Core,copper ion binding,1
Core,coproporphyrinogen oxidase activity,1
Core,corrinoid adenosyltransferase activity,1
Core,crossover junction DNA endonuclease activity,1
Core,cyclase activity,1
Core,cyclic pyranopterin monophosphate synthase activity,1
Core,cyclic-di-GMP binding,1
Core,cysteine synthase activity,1
Core,cysteine-tRNA ligase activity,1
Core,cytidine deaminase activity,1
Core,cytidylyltransferase activity,1
Core,cytochrome-c oxidase activity,1
Core,cytoskeletal motor activity,1
Core,dATP diphosphatase activity,1
Core,dCTP deaminase activity,1
Core,dTDP-4-amino-4%2C6-dideoxygalactose transaminase activity,1
Core,dTDP-glucose 4%2C6-dehydratase activity,1
Core,dTMP kinase activity,1
Core,damaged DNA binding,1
Core,deacetylase activity,1
Core,deoxyribose-phosphate aldolase activity,1
Core,dephospho-CoA kinase activity,1
Core,diaminopimelate decarboxylase activity,1
Core,diaminopimelate epimerase activity,1
Core,diaminopropionate ammonia-lyase activity,1
Core,diguanylate cyclase activity,1
Core,dihydrofolate reductase activity,1
Core,dihydrolipoyl dehydrogenase (NADH) activity,1
Core,dihydrolipoyllysine-residue acetyltransferase activity,1
Core,dihydrolipoyllysine-residue succinyltransferase activity,1
Core,dihydroneopterin aldolase activity,1
Core,dihydroorotase activity,1
Core,dihydroorotate dehydrogenase activity,1
Core,dihydropyrimidine dehydrogenase (NADP+) activity,1
Core,dioxygenase activity,1
Core,dipeptidase activity,1
Core,double-stranded RNA binding,1
Core,efflux transmembrane transporter activity,1
Core,electron transfer activity,1
Core,endonuclease activity,1
Core,enterobactin transmembrane transporter activity,1
Core,enzyme inhibitor activity,1
Core,ethanolamine transmembrane transporter activity,1
Core,excinuclease ABC activity,1
Core,exodeoxyribonuclease V activity,1
Core,exodeoxyribonuclease VII activity,1
Core,exonuclease activity,1
Core,fatty-acyl-CoA binding,1
Core,ferredoxin hydrogenase activity,1
Core,ferredoxin-NADP+ reductase activity,1
Core,ferric iron binding,1
Core,ferrochelatase activity,1
Core,ferroxidase activity,1
Core,fimbrial usher porin activity,1
Core,flavin adenine dinucleotide binding,1
Core,folic acid binding,1
Core,formate dehydrogenase (NAD+) activity,1
Core,formyltetrahydrofolate deformylase activity,1
Core,fructose 1%2C6-bisphosphate 1-phosphatase activity,1
Core,fructose-bisphosphate aldolase activity,1
Core,fumarate hydratase activity,1
Core,galactonate dehydratase activity,1
Core,gamma-glutamylaminecyclotransferase activity,1
Core,glucokinase activity,1
Core,glucosamine-6-phosphate deaminase activity,1
Core,glucose-1-phosphate adenylyltransferase activity,1
Core,glucose-1-phosphate thymidylyltransferase activity,1
Core,glucose-6-phosphate dehydrogenase activity,1
Core,glucose-6-phosphate isomerase activity,1
Core,glucuronate isomerase activity,1
Core,glutamate decarboxylase activity,1
Core,glutamate racemase activity,1
Core,glutamate-1-semialdehyde 2%2C1-aminomutase activity,1
Core,glutamate-cysteine ligase activity,1
Core,glutamate:sodium symporter activity,1
Core,glutaminase activity,1
Core,glutamine synthetase activity,1
Core,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,1
Core,glutamyl-tRNA reductase activity,1
Core,glutathione hydrolase activity,1
Core,glutathione specific gamma-glutamylcyclotransferase activity,1
Core,glutathione synthase activity,1
Core,glutathione transmembrane transporter activity,1
Core,glutathione-disulfide reductase (NADPH) activity,1
Core,glutathione-regulated potassium exporter activity,1
Core,glycerol kinase activity,1
Core,glycerol-3-phosphate O-acyltransferase activity,1
Core,glycerol-3-phosphate dehydrogenase (quinone) activity,1
Core,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity,1
Core,glycerone kinase activity,1
Core,glycine dehydrogenase (decarboxylating) activity,1
Core,glycogen phosphorylase activity,1
Core,glycosyltransferase activity,1
Core,guanosine-5'-triphosphate%2C3'-diphosphate diphosphatase activity,1
Core,guanylate kinase activity,1
Core,helicase activity,1
Core,heme transmembrane transporter activity,1
Core,hexosyltransferase activity,1
Core,histidine-tRNA ligase activity,1
Core,histidinol dehydrogenase activity,1
Core,histidinol-phosphatase activity,1
Core,histidinol-phosphate transaminase activity,1
Core,holo-[acyl-carrier-protein] synthase activity,1
Core,holo-citrate lyase synthase activity,1
Core,homoserine O-succinyltransferase activity,1
Core,homoserine kinase activity,1
Core,hydrolase activity,1
Core,hydrolase activity%2C acting on acid anhydrides,1
Core,hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides,1
Core,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds,1
Core,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds%2C in linear amides,1
Core,hydrolase activity%2C acting on ester bonds,1
Core,hydrolase activity%2C acting on glycosyl bonds,1
Core,hydrolase activity%2C hydrolyzing N-glycosyl compounds,1
Core,hydrolase activity%2C hydrolyzing O-glycosyl compounds,1
Core,hydroxyacylglutathione hydrolase activity,1
Core,hydroxyethylthiazole kinase activity,1
Core,hydroxymethyl-%2C formyl- and related transferase activity,1
Core,hydroxymethylbilane synthase activity,1
Core,hydroxymethylpyrimidine kinase activity,1
Core,hydroxypyruvate reductase [NAD(P)H] activity,1
Core,identical protein binding,1
Core,imidazoleglycerol-phosphate synthase activity,1
Core,indole-3-glycerol-phosphate synthase activity,1
Core,inorganic diphosphate phosphatase activity,1
Core,inositol monophosphate 1-phosphatase activity,1
Core,iron ion binding,1
Core,iron-sulfur cluster binding,1
Core,isochorismate synthase activity,1
Core,isocitrate lyase activity,1
Core,isopentenyl-diphosphate delta-isomerase activity,1
Core,ketol-acid reductoisomerase activity,1
Core,kinase activity,1
Core,lactate transmembrane transporter activity,1
Core,leucyl-tRNA--protein transferase activity,1
Core,limit dextrin alpha-1%2C6-maltotetraose-hydrolase activity,1
Core,lipase activity,1
Core,lipid kinase activity,1
Core,lipid-A-disaccharide synthase activity,1
Core,lipoate synthase activity,1
Core,lipopolysaccharide N-acetylmannosaminouronosyltransferase activity,1
Core,lipopolysaccharide heptosyltransferase activity,1
Core,lipopolysaccharide transmembrane transporter activity,1
Core,lipoyl(octanoyl) transferase activity,1
Core,lyase activity,1
Core,lysine-tRNA ligase activity,1
Core,lysophospholipase activity,1
Core,magnesium ion binding,1
Core,malate synthase activity,1
Core,manganese ion binding,1
Core,mannitol-1-phosphate 5-dehydrogenase activity,1
Core,mannonate dehydratase activity,1
Core,mannose-6-phosphate isomerase activity,1
Core,mannosyltransferase activity,1
Core,membrane insertase activity,1
Core,metal cation:proton antiporter activity,1
Core,metal ion binding,1
Core,metalloaminopeptidase activity,1
Core,metallocarboxypeptidase activity,1
Core,metallochaperone activity,1
Core,metalloendopeptidase activity,1
Core,metallopeptidase activity,1
Core,methionine adenosyltransferase activity,1
Core,methionyl-tRNA formyltransferase activity,1
Core,methylenetetrahydrofolate dehydrogenase (NADP+) activity,1
Core,methylenetetrahydrofolate reductase (NAD(P)H) activity,1
Core,methylglyoxal synthase activity,1
Core,methylmalonyl-CoA mutase activity,1
Core,methyltransferase activity,1
Core,mismatch base pair DNA N-glycosylase activity,1
Core,molybdate ion transmembrane transporter activity,1
Core,monoatomic cation transmembrane transporter activity,1
Core,monooxygenase activity,1
Core,nickel cation transmembrane transporter activity,1
Core,nicotinamide-nucleotide adenylyltransferase activity,1
Core,nicotinate phosphoribosyltransferase activity,1
Core,nicotinate-nucleotide diphosphorylase (carboxylating) activity,1
Core,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity,1
Core,nitrate reductase activity,1
Core,nitrate transmembrane transporter activity,1
Core,nitric oxide dioxygenase NAD(P)H activity,1
Core,nuclease activity,1
Core,nucleic acid binding,1
Core,nucleoside diphosphate kinase activity,1
Core,nucleoside triphosphate diphosphatase activity,1
Core,nucleotidase activity,1
Core,nucleotide binding,1
Core,nucleotidyltransferase activity,1
Core,ornithine carbamoyltransferase activity,1
Core,orotate phosphoribosyltransferase activity,1
Core,orotidine-5'-phosphate decarboxylase activity,1
Core,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity,1
Core,oxidoreductase activity,1
Core,oxidoreductase activity%2C acting on NAD(P)H,1
Core,oxidoreductase activity%2C acting on a sulfur group of donors,1
Core,oxidoreductase activity%2C acting on diphenols and related substances as donors%2C oxygen as acceptor,1
Core,oxidoreductase activity%2C acting on iron-sulfur proteins as donors%2C NAD or NADP as acceptor,1
Core,oxidoreductase activity%2C acting on metal ions,1
Core,oxidoreductase activity%2C acting on other nitrogenous compounds as donors,1
Core,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen,1
Core,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen%2C NAD(P)H as one donor%2C and incorporation of one atom of oxygen,1
Core,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen%2C with 2-oxoglutarate as one donor%2C and the other dehydrogenated,1
Core,oxidoreductase activity%2C acting on the CH-NH2 group of donors%2C NAD or NADP as acceptor,1
Core,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor,1
Core,oxidoreductase activity%2C acting on the CH-OH group of donors%2C quinone or similar compound as acceptor,1
Core,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor,1
Core,oxoglutarate dehydrogenase (succinyl-transferring) activity,1
Core,palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity,1
Core,pantetheine-phosphate adenylyltransferase activity,1
Core,pantoate-beta-alanine ligase activity,1
Core,pantothenate kinase activity,1
Core,pectinesterase activity,1
Core,penicillin binding,1
Core,pentosyltransferase activity,1
Core,peptidase activity,1
Core,peptide deformylase activity,1
Core,peptide transmembrane transporter activity,1
Core,peptide-methionine (R)-S-oxide reductase activity,1
Core,peptide-methionine (S)-S-oxide reductase activity,1
Core,peptidoglycan binding,1
Core,peptidoglycan lytic transglycosylase activity,1
Core,peptidyl-prolyl cis-trans isomerase activity,1
Core,peptidyl-tRNA hydrolase activity,1
Core,peroxidase activity,1
Core,peroxiredoxin activity,1
Core,phosphatase activity,1
Core,phosphate acetyltransferase activity,1
Core,phosphate ion binding,1
Core,phosphate:acyl-[acyl carrier protein] acyltransferase activity,1
Core,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity,1
Core,phosphatidylglycerophosphatase activity,1
Core,phosphatidylserine decarboxylase activity,1
Core,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,1
Core,phosphoadenylyl-sulfate reductase (thioredoxin) activity,1
Core,phosphoenolpyruvate carboxykinase (ATP) activity,1
Core,phosphoenolpyruvate carboxylase activity,1
Core,phosphoenolpyruvate-glycerone phosphotransferase activity,1
Core,phosphoenolpyruvate-protein phosphotransferase activity,1
Core,phosphoglucomutase activity,1
Core,phosphogluconate dehydratase activity,1
Core,phosphogluconate dehydrogenase (decarboxylating) activity,1
Core,phosphoglycerate mutase activity,1
Core,phosphoglycolate phosphatase activity,1
Core,phospholipase activity,1
Core,phosphopantothenate--cysteine ligase activity,1
Core,phosphopentomutase activity,1
Core,phosphorelay sensor kinase activity,1
Core,phosphoribosyl-AMP cyclohydrolase activity,1
Core,phosphoribosylamine-glycine ligase activity,1
Core,phosphoribosylaminoimidazole carboxylase activity,1
Core,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,1
Core,phosphoribosylformylglycinamidine cyclo-ligase activity,1
Core,phosphoribosylformylglycinamidine synthase activity,1
Core,phosphoribosylglycinamide formyltransferase activity,1
Core,phosphoric diester hydrolase activity,1
Core,phosphotransferase activity%2C alcohol group as acceptor,1
Core,phosphotransferase activity%2C phosphate group as acceptor,1
Core,polyamine binding,1
Core,polyphosphate kinase activity,1
Core,porin activity,1
Core,porphobilinogen synthase activity,1
Core,potassium ion transmembrane transporter activity,1
Core,preQ1 synthase activity,1
Core,prenyltransferase activity,1
Core,proline-tRNA ligase activity,1
Core,proline:sodium symporter activity,1
Core,propionate-CoA ligase activity,1
Core,protein binding,1
Core,protein histidine kinase activity,1
Core,protein histidine phosphatase activity,1
Core,protein serine/threonine kinase activity,1
Core,protein transmembrane transporter activity,1
Core,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,1
Core,protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity,1
Core,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,1
Core,protein-disulfide reductase activity,1
Core,protein-folding chaperone binding,1
Core,protein-macromolecule adaptor activity,1
Core,protein-transporting ATPase activity,1
Core,protoheme IX farnesyltransferase activity,1
Core,proton transmembrane transporter activity,1
Core,proton-translocating NAD(P)+ transhydrogenase activity,1
Core,proton-transporting ATP synthase activity%2C rotational mechanism,1
Core,pseudouridine synthase activity,1
Core,purine-nucleoside phosphorylase activity,1
Core,pyridoxal kinase activity,1
Core,pyridoxal phosphate binding,1
Core,pyridoxamine phosphate oxidase activity,1
Core,pyridoxine 5'-phosphate synthase activity,1
Core,pyrroline-5-carboxylate reductase activity,1
Core,pyruvate dehydrogenase activity,1
Core,pyruvate kinase activity,1
Core,quinolinate synthetase A activity,1
Core,quinone binding,1
Core,rRNA (adenine-N6%2CN6-)-dimethyltransferase activity,1
Core,rRNA (adenine-N6-)-methyltransferase activity,1
Core,rRNA (cytosine) methyltransferase activity,1
Core,rRNA (guanine-N2-)-methyltransferase activity,1
Core,rRNA (uridine) methyltransferase activity,1
Core,rRNA methyltransferase activity,1
Core,racemase and epimerase activity,1
Core,racemase and epimerase activity%2C acting on amino acids and derivatives,1
Core,racemase and epimerase activity%2C acting on carbohydrates and derivatives,1
Core,rhamnose transmembrane transporter activity,1
Core,rhamnulokinase activity,1
Core,riboflavin synthase activity,1
Core,ribonuclease inhibitor activity,1
Core,ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor,1
Core,ribonucleoside-triphosphate reductase (thioredoxin) activity,1
Core,ribose 1%2C5-bisphosphate phosphokinase activity,1
Core,ribose-5-phosphate isomerase activity,1
Core,ribosome binding,1
Core,selenide%2C water dikinase activity,1
Core,sequence-specific DNA binding,1
Core,serine O-acetyltransferase activity,1
Core,serine-type D-Ala-D-Ala carboxypeptidase activity,1
Core,serine-type carboxypeptidase activity,1
Core,serine-type endopeptidase activity,1
Core,serine-type endopeptidase inhibitor activity,1
Core,serine-type peptidase activity,1
Core,shikimate 3-dehydrogenase (NADP+) activity,1
Core,sialic acid transmembrane transporter activity,1
Core,siderophore uptake transmembrane transporter activity,1
Core,sigma factor antagonist activity,1
Core,single-stranded DNA binding,1
Core,site-specific recombinase activity,1
Core,small GTPase binding,1
Core,sodium ion transmembrane transporter activity,1
Core,sodium:phosphate symporter activity,1
Core,sodium:proton antiporter activity,1
Core,structural constituent of ribosome,1
Core,structural molecule activity,1
Core,succinate dehydrogenase activity,1
Core,succinyl-diaminopimelate desuccinylase activity,1
Core,sulfate adenylyltransferase (ATP) activity,1
Core,sulfate transmembrane transporter activity,1
Core,sulfite reductase (NADPH) activity,1
Core,sulfur carrier activity,1
Core,sulfuric ester hydrolase activity,1
Core,sulfurtransferase activity,1
Core,superoxide dismutase activity,1
Core,symporter activity,1
Core,tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity,1
Core,tRNA (guanine(18)-2'-O)-methyltransferase activity,1
Core,tRNA (guanine(37)-N1)-methyltransferase activity,1
Core,tRNA (guanine(46)-N7)-methyltransferase activity,1
Core,tRNA (uracil(54)-C5)-methyltransferase activity%2C S-adenosyl methionine-dependent,1
Core,tRNA 2-selenouridine synthase activity,1
Core,tRNA binding,1
Core,tRNA dihydrouridine synthase activity,1
Core,tRNA dimethylallyltransferase activity,1
Core,tRNA-guanosine(34) queuine transglycosylase activity,1
Core,tRNA-specific adenosine deaminase activity,1
Core,tRNA-uracil-4 sulfurtransferase activity,1
Core,tetraacyldisaccharide 4'-kinase activity,1
Core,tetrahydrofolylpolyglutamate synthase activity,1
Core,thiamine binding,1
Core,thiamine kinase activity,1
Core,thiamine-phosphate diphosphorylase activity,1
Core,thiamine-phosphate kinase activity,1
Core,thiolester hydrolase activity,1
Core,thioredoxin peroxidase activity,1
Core,thioredoxin-disulfide reductase (NADPH) activity,1
Core,thiosulfate-cyanide sulfurtransferase activity,1
Core,threonine deaminase activity,1
Core,threonine synthase activity,1
Core,threonine-tRNA ligase activity,1
Core,threonine-type endopeptidase activity,1
Core,thymidine phosphorylase activity,1
Core,thymidylate synthase activity,1
Core,toxin transmembrane transporter activity,1
Core,trans-aconitate 2-methyltransferase activity,1
Core,transaldolase activity,1
Core,transcription factor binding,1
Core,transferase activity,1
Core,transferase activity%2C transferring alkyl or aryl (other than methyl) groups,1
Core,transferase activity%2C transferring phosphorus-containing groups,1
Core,transferase activity%2C transferring sulphur-containing groups,1
Core,transketolase activity,1
Core,translation elongation factor activity,1
Core,translation factor activity%2C RNA binding,1
Core,translation initiation factor activity,1
Core,translation regulator activity,1
Core,translation release factor activity,1
Core,transmembrane transporter activity,1
Core,transporter activity,1
Core,transposase activity,1
Core,trehalose-phosphatase activity,1
Core,triose-phosphate isomerase activity,1
Core,tryptophan synthase activity,1
Core,tryptophanase activity,1
Core,ubiquitin-like modifier activating enzyme activity,1
Core,undecaprenyl-diphosphatase activity,1
Core,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity,1
Core,unfolded protein binding,1
Core,uracil DNA N-glycosylase activity,1
Core,uracil phosphoribosyltransferase activity,1
Core,ureidoglycine aminohydrolase activity,1
Core,uridine kinase activity,1
Core,uroporphyrin-III C-methyltransferase activity,1
Core,uroporphyrinogen decarboxylase activity,1
Core,uroporphyrinogen-III synthase activity,1
Core,voltage-gated chloride channel activity,1
Core,water channel activity,1
Core,xenobiotic transmembrane transporter activity,1
Core,zinc ion binding,1
Core,zinc ion transmembrane transporter activity,1
Singleton,0000150,1
Singleton,0000166,1
Singleton,0000287,1
Singleton,0003676,1
Singleton,0003677,1
Singleton,0003678,1
Singleton,0003682,1
Singleton,0003697,1
Singleton,0003700,1
Singleton,0003714,1
Singleton,0003723,1
Singleton,0003729,1
Singleton,0003747,1
Singleton,0003824,1
Singleton,0003886,1
Singleton,0003964,1
Singleton,0004190,1
Singleton,0004252,1
Singleton,0004386,1
Singleton,0004497,1
Singleton,0004514,1
Singleton,0004518,1
Singleton,0004519,1
Singleton,0004527,1
Singleton,0004553,1
Singleton,0004803,1
Singleton,0005198,1
Singleton,0005506,1
Singleton,0005515,1
Singleton,0005524,1
Singleton,0008168,1
Singleton,0008170,1
Singleton,0008171,1
Singleton,0008233,1
Singleton,0008237,1
Singleton,0008253,1
Singleton,0008270,1
Singleton,0008484,1
Singleton,0008493,1
Singleton,0008641,1
Singleton,0008755,1
Singleton,0008982,1
Singleton,0009007,1
Singleton,0009009,1
Singleton,0009035,1
Singleton,0009055,1
Singleton,0009975,1
Singleton,0015267,1
Singleton,0015288,1
Singleton,0015562,1
Singleton,0015666,1
Singleton,0016034,1
Singleton,0016152,1
Singleton,0016301,1
Singleton,0016491,1
Singleton,0016530,1
Singleton,0016616,1
Singleton,0016746,1
Singleton,0016747,1
Singleton,0016757,1
Singleton,0016773,1
Singleton,0016779,1
Singleton,0016787,1
Singleton,0016790,1
Singleton,0016817,1
Singleton,0016829,1
Singleton,0016887,1
Singleton,0016987,1
Singleton,0019200,1
Singleton,0020037,1
Singleton,0022857,1
Singleton,0030170,1
Singleton,0030246,1
Singleton,0034040,1
Singleton,0042578,1
Singleton,0042626,1
Singleton,0042803,1
Singleton,0042834,1
Singleton,0043138,1
Singleton,0043565,1
Singleton,0045340,1
Singleton,0046872,1
Singleton,0047922,1
Singleton,0050097,1
Singleton,0050660,1
Singleton,0050661,1
Singleton,0051536,1
Singleton,0051920,1
Singleton,0070403,1
Singleton,0071949,1
Singleton,0090729,1
Singleton,0097351,1
Singleton,0097367,1
Singleton,0140297,1
Singleton,0140359,1
Singleton,1904047,1
Singleton,1904091,1
Singleton,1990814,1
Singleton,ATP binding,1
Singleton,ATP hydrolysis activity,1
Singleton,DNA binding,1
Singleton,DNA helicase activity,1
Singleton,DNA strand exchange activity,1
Singleton,DNA-binding transcription factor activity,1
Singleton,DNA/DNA annealing activity,1
Singleton,FAD binding,1
Singleton,IEA,1
Singleton,"IEA,3'-5' DNA helicase activity",1
Singleton,"IEA,5'-nucleotidase activity",1
Singleton,"IEA,ABC-type transporter activity",1
Singleton,"IEA,ATP binding",1
Singleton,"IEA,ATP hydrolysis activity",1
Singleton,"IEA,ATPase-coupled lipid transmembrane transporter activity",1
Singleton,"IEA,ATPase-coupled transmembrane transporter activity",1
Singleton,"IEA,DNA (cytosine-5-)-methyltransferase activity",1
Singleton,"IEA,DNA binding",1
Singleton,"IEA,DNA-binding transcription factor activity",1
Singleton,"IEA,DNA-binding transcription factor binding",1
Singleton,"IEA,N-methyltransferase activity",1
Singleton,"IEA,NAD+ binding",1
Singleton,"IEA,NADP binding",1
Singleton,"IEA,S-adenosyl-L-methionine binding",1
Singleton,"IEA,carbohydrate binding",1
Singleton,"IEA,carbohydrate kinase activity",1
Singleton,"IEA,catalytic activity",1
Singleton,"IEA,cyclase activity",1
Singleton,"IEA,electron transfer activity",1
Singleton,"IEA,endonuclease activity",1
Singleton,"IEA,flavin adenine dinucleotide binding",1
Singleton,"IEA,helicase activity",1
Singleton,"IEA,heme binding",1
Singleton,"IEA,hydrolase activity",1
Singleton,"IEA,iron-sulfur cluster binding",1
Singleton,"IEA,kinase activity",1
Singleton,"IEA,lyase activity",1
Singleton,"IEA,mercury ion binding",1
Singleton,"IEA,metal ion binding",1
Singleton,"IEA,metallopeptidase activity",1
Singleton,"IEA,methyltransferase activity",1
Singleton,"IEA,nucleotidyltransferase activity",1
Singleton,"IEA,oxidoreductase activity",1
Singleton,"IEA,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor",1
Singleton,"IEA,peptidoglycan binding",1
Singleton,"IEA,phosphoric ester hydrolase activity",1
Singleton,"IEA,phosphotransferase activity%2C alcohol group as acceptor",1
Singleton,"IEA,protein homodimerization activity",1
Singleton,"IEA,restriction endodeoxyribonuclease activity",1
Singleton,"IEA,sequence-specific DNA binding",1
Singleton,"IEA,sigma factor activity",1
Singleton,"IEA,site-specific DNA-methyltransferase (adenine-specific) activity",1
Singleton,"IEA,thiolester hydrolase activity",1
Singleton,"IEA,toxin sequestering activity",1
Singleton,"IEA,transcription corepressor activity",1
Singleton,"IEA,transposase activity",1
Singleton,"IEA,type I site-specific deoxyribonuclease activity",1
Singleton,"IEA,zinc ion binding",1
Singleton,O antigen polymerase activity,1
Singleton,O-methyltransferase activity,1
Singleton,RNA binding,1
Singleton,RNA-directed DNA polymerase activity,1
Singleton,acyltransferase activity,1
Singleton,acyltransferase activity%2C transferring groups other than amino-acyl groups,1
Singleton,aspartic-type endopeptidase activity,1
Singleton,carbohydrate derivative binding,1
Singleton,carbohydrate kinase activity,1
Singleton,catalytic activity,1
Singleton,channel activity,1
Singleton,chromatin binding,1
Singleton,efflux transmembrane transporter activity,1
Singleton,endonuclease activity,1
Singleton,exonuclease activity,1
Singleton,gentisate 1%2C2-dioxygenase activity,1
Singleton,glycosyltransferase activity,1
Singleton,helicase activity,1
Singleton,hydrolase activity,1
Singleton,hydrolase activity%2C acting on acid anhydrides,1
Singleton,hydrolase activity%2C hydrolyzing O-glycosyl compounds,1
Singleton,iron ion binding,1
Singleton,mRNA binding,1
Singleton,magnesium ion binding,1
Singleton,maleylacetoacetate isomerase activity,1
Singleton,mercury (II) reductase (NADP+) activity,1
Singleton,mercury ion binding,1
Singleton,metal ion binding,1
Singleton,metallochaperone activity,1
Singleton,methylaspartate mutase activity,1
Singleton,methyltransferase activity,1
Singleton,monooxygenase activity,1
Singleton,nicotinate-nucleotide diphosphorylase (carboxylating) activity,1
Singleton,non-ribosomal peptide synthetase activity,1
Singleton,nuclease activity,1
Singleton,nucleic acid binding,1
Singleton,nucleotide binding,1
Singleton,oxidoreductase activity,1
Singleton,peptidase activity,1
Singleton,peroxiredoxin activity,1
Singleton,phosphotransferase activity%2C alcohol group as acceptor,1
Singleton,porin activity,1
Singleton,protein binding,1
Singleton,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,1
Singleton,pyridoxal phosphate binding,1
Singleton,restriction endodeoxyribonuclease activity,1
Singleton,serine-type endopeptidase activity,1
Singleton,single-stranded DNA binding,1
Singleton,site-specific DNA-methyltransferase (adenine-specific) activity,1
Singleton,site-specific recombinase activity,1
Singleton,structural molecule activity,1
Singleton,sulfuric ester hydrolase activity,1
Singleton,tetracycline transmembrane transporter activity,1
Singleton,toxin activity,1
Singleton,translation release factor activity,1
Singleton,transmembrane transporter activity,1
Singleton,transposase activity,1
Singleton,ubiquitin-like modifier activating enzyme activity,1
Singleton,zinc ion binding,1
